"Subscription_Key","Account_Key","Currency","Price","Subscription_Type","Subscription_Monthly","Subscription_Start","Subscription_End","Gift_Subscription"
"415827a3e128415aa6d8e2405ef3f14de46a1691cf1c9e927bf7a0b2ee1e8bc8","4b12cb168ff4ed6ae8d31c607eb9291a9365bb5840cc7d380b81a7c179a32dd4","chf","90.00","BASIC","0","2018-04-06","2023-04-05","false"
"6458d5cac4ccd47c26183b34ef4f5028249ac2658c46fe073ed8d4f577ad4ac9","a39dbaa7972fb67c15db79d4a66cf5d1b94855ae530774ba16a93a4bc6f3b288","chf","9.00","BASIC","1","2018-04-13","2021-08-30","false"
"b9cfc9fe9b1b7433ec21e860afd1a973b4473e9b1fa3645a8ae6309fa2a4e5f1","cb2c98e1b36d703d51b0fd1491b44b67d60a642639a3bdf0716bab2ef3c6c363","chf","90.00","BASIC","0","2018-04-23","2021-04-22","false"
"fd92950831f7d26e4a5c8c4f859319ea55e1dca43c75885b202ddb1199d3f585","c8c2047b65a7a540715cd61c9a440023465811a25101d04684e84568912f7ab5","chf","90.00","BASIC","0","2018-04-28","2021-04-27","false"
"385493f8e13d7633d58cdc49489e9c5baa450a96127a1252fa65266479e26355","42e8bb053625761f9a26bcf08fbf7138854d257a0dd09384946f3746725fbb15","eur","110.00","STANDARD","0","2018-05-12","2021-05-11","false"
"195c3c63f870fdb72878aeea689711a50c614d645a2a8c884666f9ca56ab22c3","c33fa35ee18214d82c0221ae7b6d056171cdd4a831ee8bab93b5a62389a6164d","chf","90.00","BASIC","0","2018-05-20","2021-05-19","false"
"b63ef4ab4f169311fb22929d8754a9e63452d935d269a3f058ef65020eb637d0","7561bfb186e50282d1e7030569dacc1cbbe750279b4f73e9d6b995d58b8d42bc","chf","240.00","PATRON","0","2018-05-22","2022-05-21","false"
"bbbb5b74db57b6338358fd685767830f6db64ad033f4d0b7d5c87da19ef75908","75d923054d634a4c6ad896dde1810098e23068b80fd0144c77f67b7b575abb35","chf","90.00","BASIC","0","2018-06-29","2021-06-28","false"
"7c7860c11e5ead6343375f21c40784fcc92f0112e3278fd559c5a2eef91145ad","83c4fe439af013be16c392106efae427d3e0849755978762c240368108229fd2","chf","90.00","BASIC","0","2018-07-13","2021-07-12","false"
"d45f18708a349a8b6cfb64b6b6ab98b61f2be71bbfc393f11499f8c74b192532","171df311b84c5952ff1b19fdf94f4733a65a641eeb6b2678024cf0968a94be46","chf","90.00","BASIC","0","2018-08-09","2023-08-08","false"
"4888177677a5a78ffd900a2a9af04a7464247899d9d613f7f2fdb881210c44a8","57ed38c89ef882ed07402320d9b2dd808c57b96f85923e1e04ddf2571bc2a689","chf","90.00","BASIC","0","2018-08-30","2021-08-29","false"
"a1a96fc18e846a8d957ea75628feee2d06128c44af39a88578f513fd212dab9d","90efc4282e8f2f6a4d753e06bd1644a4d0dc291eb4519bca57d34009bc8b1d64","chf","90.00","BASIC","0","2018-09-07","2021-09-06","false"
"017e4c3b58237cfee291c6fa199059a529532b5989b5d426b59f025406b5afda","3b8339e427f1be223b441ce5df1820af101f228e72207061e665b378b775f6a3","chf","15.00","STANDARD","1","2018-10-01","2021-02-08","false"
"29e6aa8ce76c0c866f0a93c3bca0302f8767bddf2f60b450488051df5a7014a6","0928e13ce2656ba08d372c61f39e0bbc93aec70d2c541bad179024ff25cfc095","chf","90.00","BASIC","0","2018-10-22","2021-10-21","false"
"2bce3abe51d0a7ecd9fef3186db33334f4b9e14efb234cce42b98673268187fd","67d3254583088b50aea3e70259c6c433fe31a78382c527df40aae292ae9ec9bb","chf","9.00","BASIC","1","2018-10-23","2020-11-08","false"
"28bea471414514d4552345b37915c5b3919d820075ff4f6074ff7918b264113f","c6098fdfd2f25ef5080a83a82326fcf6e96a4643ee379f622fa2ca2f026666a5","chf","150.00","STANDARD","0","2018-10-28","2021-10-27","false"
"88a129a4f02eb047850818413c94b74f64e32abb0970602230064d3c27000a28","14b66aa0bfabbbef84350b7c0b59d0a817529d01a502502133190935002f439e","chf","90.00","BASIC","0","2018-10-30","2020-10-29","false"
"765acecfa63c217485ddbd31c71f4e3e214ea459987e08ac9d84ed318488c0a1","9101bb63206518ff215ddca39cbed390914351e88f3f095f5ad3fc51c7b1c4f1","chf","90.00","BASIC","0","2018-11-09","2021-11-08","false"
"2b7640d09e4fab5b8735663f50ee1dddb32d00ce53d2b5c94d837e52ac1cd243","23e7ac18b391549e95a98d85a3adae1f3f90c4fcc09732c9310f8b5c3e044705","chf","90.00","BASIC","0","2018-11-16","2022-11-15","false"
"af5def143ffaead9f90fec764ddb379b8dc75173b6edcf9701a3617d4ae29fd4","ffa12292d3ed9b4607e1130d57bc7a09920e3ba42d665de076a2c685f39e6b0f","chf","90.00","BASIC","0","2018-11-18","2021-11-17","false"
"2addf01b2b95acf92222cb432c5e0b1d476713d7f3db85832ec531551a9f3c6b","10227afc43c44a26872664e9936118df77c23c5363382f4238b9de9943057f9b","chf","240.00","PATRON","0","2019-01-01","2020-12-31","false"
"df35de3c7a99e9fb9fcdd04f638b2f8ab5d8ec1e21ae041515ab305daa75fff0","e1ca971d1729053b82d66d18154ccc950eed2aa44a4a0ae31db910ca2999c760","chf","240.00","PATRON","0","2018-11-23","2022-11-22","false"
"3e8b7d3e077a9c1cc717b043c97f2451fb919de8aac9b7b8ca0cd583d771b7be","6e8f167a67bc707063271b3f00903ab4b7b7908ac4802c2961ac64233108f9a3","chf","240.00","PATRON","0","2018-11-26","2022-11-25","false"
"4f78673cf29c8bf958e60bdca52e6301373c40e9ded2d4463ce418aa75f13e5a","23e124d1577d2a8512c915fd81333c88ee9ce42758b3b685cc228afdd209a821","chf","9.00","BASIC","1","2018-12-01","2021-06-08","false"
"dde9be5546fdc4b53a815ddb2ca9d1dba33be47775eb309738f7729d0092f5b6","b92f2ae62ac0800c9d277fa846dd042899e278e0394664e4824d64a561b9d03f","chf","9.00","BASIC","1","2018-12-01","2022-12-08","false"
"6514c08808fc8aa1291dc109f7eac87d039f9b92ba12b60df076950042666f98","58dc48d4190d88d13cc8ebb2b877b787f3b2be4a470d4bf94287b63e12b8ed5f","chf","90.00","BASIC","0","2018-12-04","2021-12-03","false"
"0caceb378fe20d6d53dd04e4e14a20baacd717a17a20c9526b152e246679630e","a60f32b15cc74997ce6f8adc45d0fa90b8a119de6e6cbbbd2dd01e503348e698","chf","90.00","BASIC","0","2018-12-05","2020-12-04","false"
"b9bb3e430c65237d36f0594da66f809344c937c53eb7169c32fd4a2abf9815e0","ffdcf016a3c1179003cbdf8e60be18640be4f819a5d1f6a8ed6905b042e68225","chf","240.00","PATRON","0","2018-12-09","2021-12-08","false"
"41547a90e5d9819cefdb97b208455e46fddd774cada0fdc86162308abc51f59f","936df993ca74b9d43c37bee5f4dd36aaa1edda11af48540af74f697128f8b762","chf","150.00","STANDARD","0","2019-11-11","2020-11-10","false"
"e0b6b577cc9bb8573d6d65f2147d4f0957356a9a4fad61b0b20328b1126d6245","05f1744da377a2898f3e1024737f18cb00e9e3ae3c12b9ff5689ea9a6a4f0ad1","chf","240.00","PATRON","0","2018-12-16","2020-12-15","false"
"44e2350c52caf5d6c5fd7730542e5d823a0ab3321a7516b0a5caa4a85276deb2","30b2622403f2dace34017e25223d417a05217a4364d5fba1ac1da2f18314a695","chf","240.00","PATRON","0","2019-01-01","2020-12-31","false"
"d6c0576c23d3cb23520000ad67a7ea3a9bbff51830d8d9c7967da2b2b3a86181","23a6b4db93f4246a7853ec7e9a3a22324eacfd839eda6a0bbdecc02200f9deb4","chf","90.00","BASIC","0","2018-12-28","2021-12-27","false"
"2ef9cd7517ca8a9f4debe69002b4e8255a450bff5ba69ac9e5b995dd7dc301ec","e6052cab70c10e9a5bbbb7e8bb3a673f91de668dd764ba1df5b8a45faebcee3d","chf","150.00","STANDARD","0","2019-01-01","2020-12-31","false"
"888855bf0d767e1e2be61e3672e176dc26cc740ff2f79135cb4dd9407cdda8e6","904db7a61130310c5c9eb256764d5399205cb2a41ba3ae82fd4eb465ada4321f","chf","90.00","BASIC","0","2019-01-01","2021-12-31","false"
"017d37bef29cd71354edc0458493b771dfe7b59423ccdba2c271fccca4379754","2d9bdd5b84da823277d9d9141c650e508322e949efa734595df0e8b66fc87119","chf","150.00","STANDARD","0","2019-01-03","2022-01-02","false"
"aa2954245f83560718d941c045ce0896b84adad484d6415e6bb2fde1ccf04d2d","1f0dd186302a4fe573a5e6473cd11e5a186cfd7ac74c086d50687479e7d7a3c0","chf","90.00","BASIC","0","2019-01-06","2022-01-05","false"
"fdbbd24d2768974bace6dce39ec83bbc0cf1569e5f4513a1af35fe710838b19c","e2ddc0976882bc73f92179c3646f3466b1dc531f26703faf77891c34c849817c","chf","240.00","PATRON","0","2019-02-01","2021-01-31","false"
"62c665c2d23f663f6fabbd83e6aadc1b61ac7ebc1e53ce1bb421ce2105a76c89","f4440d6615c9dda66af4d751513e06b67593c3f861b9961588afdf499b64246a","chf","150.00","STANDARD","0","2019-01-08","2023-01-07","false"
"b027ec275e91e0da98b936b345ab5e71939acd1b854cf72801581af654670dd6","18df08719340a2672a024a214245ae0b6ac7020251fd019e7fc7adf03f7a100c","eur","6.00","BASIC","1","2019-01-10","2021-11-09","false"
"f346a528be035ef59bc806f6892269d1187e8834aa13e42e17e01426e028b6b5","ae530ded5610d557e683225fd1b21eca73f80b8bf866d88f1934b39f3e77e73f","chf","9.00","BASIC","1","2019-01-12","2022-12-11","false"
"ea991bc994cf4e03cd8e372925adb8358579bf2e1ee7b9e25d76415016e68646","5af89218219adf3fd2db9768d639f1d93c1542ee605c9dc4b000d82623a7191e","chf","90.00","BASIC","0","2019-01-19","2021-01-18","false"
"1e691591fcf47f44daada69cf308aaedc8241db7ccba596b964d160edd90ab4b","15ce6df477f16665f4c58881b57df621dbd42d0b1c94044fd6df161d525590fd","chf","9.00","BASIC","1","2019-01-25","2022-10-24","false"
"5aba7fdb9d89da9d842236ddc59d65774d149c3db4e35d9bdbf8477b12c3c891","17cb8d1186314ecc6613d6dcb0142134d8e124842d6394eaf7ecf96cbba384a1","chf","90.00","BASIC","0","2019-01-27","2021-01-26","false"
"64e1336a0dea50ec832df4a94fcd23b2f948fdea2af73f6e80d717a7ef97b1ee","0b2c5670968087d90f4c6cab0b08c14af3e1d4f0b58fc43e4bbd4abd7c297472","chf","150.00","STANDARD","0","2019-01-29","2021-01-28","false"
"2cbe1966763b1daa158e9c3c64b6becf6e6fbf8c6cbeb851c8e61a72324b80ee","bb317c487e95bae5b9ca04827ff51952c2bd413bbcd0942092e946595bd552de","chf","90.00","BASIC","0","2019-02-04","2021-02-03","false"
"33cfb214519896614a94464d2a18506f92aeadc481da7279d73e5c7771208752","db64a95b295889b323aa9ddd99bb473dca3f8d0f53bffe8c40c1ea0dd4df3d1d","eur","60.00","BASIC","0","2019-02-10","2021-01-23","false"
"777250b9723fd6e6f5531f1e948c15012800f7dd7a312f5afc9dbbd6b5f5661e","2130ace69611395605684924e726a5b660d157f72270b6df9986653be043be7c","chf","150.00","STANDARD","0","2019-02-11","2021-02-10","false"
"0ee1a451d12d5a7006bdbcd75f2bdafbc692ab3b423553575c82a8e9fc2668e0","e2ed8987a7806f9d4bad29520e62d7f759aa99e254f5be10ed22f7728ce89675","chf","90.00","BASIC","0","2019-02-12","2021-02-11","false"
"ba302b80b6f2adfdf187800d5803e45f33b5086eb87f4f337a809a7950a44970","2c4c9638a10c191e2a8d32ef80f7d663ff2f9735420a4ccb2c84eab98bcddd75","chf","150.00","STANDARD","0","2019-02-23","2023-02-22","false"
"8018b9496f9ef7d8e5f2e5544e2acc77c2dc98a3bb2a57f171a285bcc593b73d","aa32b37aa9a48031c965cb6a61d4a6d861a1589f88fb9f9bd76f8820f6d35fb1","eur","110.00","STANDARD","0","2019-02-20","2023-02-19","false"
"cd3578fd1c44cf59a5445284bf98f8fc1879259d11530f9a5c96519305d626b1","3918edb9cc50ceb8b9e039ac89f85a383d739e42e9dcdb28ad9bfd63c1349574","chf","90.00","BASIC","0","2019-02-21","2021-02-21","false"
"df9680bc7632550d9ac45b54d4069aa5ca0225162e0dfbee06bc299f19ce0142","a0886e37d7d074dad1498d3175678712daf1251b617c3f522cb785daebfac833","chf","150.00","STANDARD","0","2019-03-05","2021-03-04","false"
"757e3e5dd5f3657d25a23e5e1a3bfda0a1998eabd1e06b08af703132cc7a0c38","5b7bb7f25d31ffa323664e7eae07eae678cbc5a6ee33bf7c795c30c02177d6e6","chf","90.00","BASIC","0","2019-03-17","2020-11-10","false"
"d29a0618e10a7bf47d167806cbe07770ee149525a8404621f66434303663f0b7","4a6c2bd33e7404510b8397d9627d8891944f8d2f265e4adbed5f626a1cd4ad55","chf","150.00","STANDARD","0","2019-03-30","2022-03-29","false"
"04e85216dddf1c2bbeea9536cdb619d18738777fd96b2b5b4d2ab15426a86aeb","df7359fde620b0e3addcc67a158557213c91c55dbfeede1b8dd1b98230eba33f","chf","240.00","PATRON","0","2019-03-30","2021-03-29","false"
"185f781018643d7f545d71425c405c51fbecd6572892de7d2a083b8bc196366c","aa22d526cdf9ea693fbdee0f2ac2ad36169f72172b22fbdde35939df147a4bd9","chf","90.00","BASIC","0","2019-03-31","2021-03-30","false"
"66359130b40df2c35a6959f728063e853ba2c31383b82a2c444f1b035a6ee321","fef6787492c54c1d77d8d79d2a69f2fca3c2b89dede3f485b634aff6163e2e93","chf","9.00","BASIC","1","2019-04-04","2021-02-03","false"
"3e84335c669474ee4ace68ac8235c2ebe95cd765014f157b5748fec4a7a3d74b","d8aa9f6793e94bc168a65808c9fe5809d4516448eae392a33edec16391c71d1e","chf","90.00","BASIC","0","2019-04-04","2022-04-10","false"
"d509b4bd330498ead6216f5eb83bdee4c8100c3fae2f76f2a2f772fcf8524394","c2c04859182a424ca714f400851faed2167bffd8c567883247d4a50699e5763e","chf","90.00","BASIC","0","2019-04-05","2020-10-25","false"
"b29649e0edb51873f90f19b8cf2a5de2c35f9f60cf97365bda6598899a9c6e1f","f64c401c32e97335540dd5d5ed86350204556c81fe9111c5238dfdd929a1094a","chf","9.00","BASIC","1","2019-04-05","2022-04-04","false"
"b18f2ae92b080480d0c44169a6379a102e3d47e73f1c0272dc9505f87bd3aa9e","383a2d45395439c9e5faadb4e0a84584dc579f986263391a2833a17fa340e7cf","chf","90.00","BASIC","0","2019-04-05","2022-04-04","false"
"c25eeb67d98a51d2c06316c79a8766d742b63c90c69d8f57a448281889bd651c","7fe6180cb8c3152864ee48deda6274e0629cb09850cad8338ac60386897e631d","chf","150.00","STANDARD","0","2019-04-09","2022-04-08","false"
"e4585eda20fc7799b5c52719f70c0aeff9a4d60cec36dde2c9c99c99f8185327","43bbe2d089e0239b778e87173fe2a6e71dea2401390df5549571f8f3c3f6803a","eur","60.00","BASIC","0","2019-04-12","2021-04-11","false"
"5be97167e1f33eb8c856f4ce7a2004dd61b4a540c09b98d70fb61f6fabfc4aaf","94fe869a5626e916fad19b557f9eefc952c95e80c3c3900dc4615b3ef2a2c846","chf","90.00","BASIC","0","2019-04-13","2021-04-12","false"
"c53b022762dc47d870aeb82f15d6e69739fbebf23aec11ebe2617469fa461a49","a30becc477543cc434c6311f7780f52b17870c378e0605a6edae00cbb687ce5a","chf","150.00","STANDARD","0","2019-04-13","2022-04-12","false"
"592c273bfeba739ff2bf41fdd5b4e5af6d544babba29908b992cce68007d9154","be5d59be91604f3e4bae0f6691d731e3697ab18afc1e9de8affc97e2a3bba846","chf","90.00","BASIC","0","2019-04-14","2022-04-13","false"
"6e45f7b7c6906f515b6212870775a5caf4e3a7c8f734eaad2644d26562623325","285e2f23bec1d308faf576a0dd3fd0d7666b8d60f34ee141b3cc62d84361c7d8","chf","150.00","STANDARD","0","2019-04-19","2021-04-18","false"
"064a308d6d1ce47f68a58d690d092c0bf53e07a44dcf43658851e37311f545fe","0017950cb0d712c53942f0d58192b369aa815ddc128f909219e1488cad041cc4","chf","90.00","BASIC","0","2019-04-20","2023-04-19","false"
"7a8b8f563ea4fe643a23825273501632f0111b2ac6b79a2e2a3c7b002bff1c24","7ca045b996c44bd997ef5a5f7cdb1ff855e7cdc7fc59fefa949949ba6229534e","eur","60.00","BASIC","0","2019-04-24","2021-04-23","false"
"1e8120cfddb4081e2de66aa01c994029c4ea1e4514ea9f934cd114879c1205bb","907bfdd6aa2ac5b01273d42015b528523f017c17d47a65a963d1f67b1a918905","chf","150.00","STANDARD","0","2019-04-28","2023-04-27","false"
"e1a818293d385e3ee33f6d4bfcac1c20e9a560f283b45e9bd7951817a10fea8d","bf78b9e3ab29932bd954da521c40091d7e002809e1e4ed4cdc22d122faf0aece","chf","240.00","PATRON","0","2019-04-30","2021-04-29","false"
"1b9fca18f7a01ada2b5015da16a95845ee9e8fa53059c145e6f40e7b0b12787f","57d45bc6679e813dc43211a7ca1f2d736f005f4f67d6525cb6469e4aff6555cc","chf","150.00","STANDARD","0","2019-05-01","2021-04-30","false"
"2b3f88124ec2f9d44644592b8271788e42ad3aab6bc591bc51d16ab9a7333ea8","5f858fd0ec15a00d570a46fbba95760aec9ffcbf1be0024822b527ad4839d02d","chf","240.00","PATRON","0","2019-05-04","2022-05-03","false"
"abb403a7808e600af450c237b8cce3e62005c34a8e4862bc8e0eb214f400e094","b8a75e5a1a40f18d21682ab557429651d2b4129b33b756110527903de141b95c","chf","90.00","BASIC","0","2019-05-05","2021-05-04","false"
"55e9ba81c44e96a1805ae1664399e375f0820cf95dd930899675015802d9646a","0c04909a6e902a120621870ba22c9d2f1d1bcd5b49434b987e735b6362d129ca","chf","150.00","STANDARD","0","2019-05-05","2021-05-04","false"
"9e49f5756546f24c80bca3164e54a33c1b3335de148eab8213ca501a2677a539","3f5924506566d27ff798032c247149d9c7ea42cd95191d0348520004a81a3dfe","chf","240.00","PATRON","0","2019-05-06","2023-05-05","false"
"549e1159696516275b44e80cb296930dd7e82f7917d9bf6649c48f91a70b6e4d","43166cbfdf85555e2d87a6b67a44b5b393dd6f6048d3064b1d659936636f74d1","chf","90.00","BASIC","0","2019-05-11","2021-05-10","false"
"126a94a0c269e7e7e61e2ad6fa8fcba8317b6ff57f239a984239c602f3055eee","8d8ddae6cba041bcdc3c0b7db079e8b9689d521d19c3bcba13ba45a53e3c7afb","chf","15.00","STANDARD","1","2019-05-16","2021-12-15","false"
"2b688cfdd799f6cb428217123458f7b31e0c4018120a56d4c07645d918529160","576adf5a49c820e18c6e3b0ee10a4a8fa65be62ce9e4e8d581b9d9e9cce4216e","chf","150.00","STANDARD","0","2019-05-17","2021-05-16","false"
"41cc0dd90a9be9b64d4b82c03d12124d48314d3eadf30204952f5872af5f45a2","06454af8a242b3a222e27745b2d36d5785888bec69e3889f99a3aca25bf60a8c","chf","9.00","BASIC","1","2019-05-17","2022-07-16","false"
"20bd7202347a076b535d62a70c2d0d5e60a21095e8de2e958857a73ea6c31242","779722e56414dd87320d349d19fd3bdc6076322225dbea9f4f03df99ab57623e","chf","240.00","PATRON","0","2019-05-18","2021-05-17","false"
"b591401b577b56f5faeaef58890cbb36af227893aff289e2b9cb1131ed73903b","2b4a42848dcd7f17986a87213399093b79c715a48a69d30a80fcd25e93016791","chf","90.00","BASIC","0","2019-05-18","2021-05-17","false"
"b135acdaa76b1b9c60afff815b764cddc9dd31dad15948e7ca180efa5e900d50","a78934e210293a48c6254de0a729cfe3661a9ce6b844fd73b8c6aad3bf2d7bcf","eur","11.00","STANDARD","1","2019-05-29","2021-03-31","false"
"9c59c0f75c1b7728d04ee5e4fac97c38f0c6f07694d4fff2dfa7989f4bb984a9","fd47ec807ccab1bf4c61fccb090c7f9f3e5fc014007d4752957d2f04549671a6","chf","15.00","STANDARD","1","2019-06-09","2022-06-08","false"
"91d32ead512c14745ef508b7df8163390c8c849c95a1a69e9d21d6684e3d7955","e47c01d462a0fd8d9507f038a6b2e2545f3a8554ecec5e7a94f829170039469a","chf","9.00","BASIC","1","2019-06-30","2021-10-31","false"
"1ebd78c33d3e4804b96bd73d20de3c032396bc4d75afcb1582722631aa1dd231","b8b27301e4cc27cb4c1d0dab771b5f8152420efa3133343086b9bd832ee43a39","chf","90.00","BASIC","0","2019-10-19","2020-10-18","false"
"352edacae258037f84f3115659d1e6199ed5e7421a339f150a73c7b83bfb0cc3","b9ffb76840d7de15b20ed44a3c466688bd5936e8671ce41b4b56ebfda1e6ea35","chf","15.00","STANDARD","1","2019-07-12","2022-12-11","false"
"9d3134779e4e87fdb01158a8c59be84f93acc099e8a442cfcb2bafdb03762866","073fef007f2456d309a7f9712977a98c24da10e831c8aabe3ebad333e2f28d7d","chf","9.00","BASIC","1","2019-07-25","2022-02-24","false"
"05bb8cfb2183a211aa96487ad92429ff8f2bb762858a46e2e93b7a3686293003","4c7d54e60aa8183fdc8f5dc39bad6658170bed6ef59206610ffc0b75ee7367b6","chf","9.00","BASIC","1","2019-08-01","2021-05-31","false"
"9afdf658921ebbdef2a9e7712f5db0e134fbfafb421aed2b1f70ac2446769c98","df8ade1ec7d7726827090c39f020d2faf22a77cbd2435cbb1d5d271e6f6609df","chf","15.00","STANDARD","1","2019-08-03","2020-12-02","false"
"521d065a4fc20045ce07961ed269703fa2591c2c24fb6526453f254fe2fc99d7","b54759d454148777b402cee987efcd4926aff05f8d91612765f047df28cef964","chf","15.00","STANDARD","1","2019-08-06","2022-10-05","false"
"cc2f500f9da19cb17a8775cf37c0413147d8500aa92599aa7fc090d8be62c475","3b988ed7b179363ce86d82f257c151a41b0e38bd4f994aae898033c3117995a8","chf","9.00","BASIC","1","2019-08-08","2020-10-13","false"
"5b5fc6de55fa7c00bb39a749ea8fc9dba4facab1ed61a814e04fb3b7bb4d292e","5c7419665e62cc625a2a7ee5f8527639a2df59e78bbeb19d9a81652e7ec4fdbb","chf","9.00","BASIC","1","2019-08-10","2021-05-09","false"
"eaa6566bfb3a748c6db9316aa79fbd56912435bea118a651a387cc2f85921de3","5344f89f9c2d00db4b5d0af208892046584c44e915674abb92788b267ecce36c","chf","15.00","STANDARD","1","2019-08-15","2022-08-14","false"
"6525d52b2102e1f1fab2fcd813ba671801092347ffdc58da87da063895b46487","0b1319e58b439088cfde474c2f0a834b20570ab4e17358d20e2adff76c70e4c1","chf","9.00","BASIC","1","2019-08-18","2021-04-17","false"
"5f0b01ff15780eb4bbf05a839a927d94c78c7798b190f63b5811c37b85cf3c1f","1ea4bc8f9f3684d1f5edbe3b7398aee6bdefb6fa1d0a43504459e8fefddbf8f0","chf","9.00","BASIC","1","2019-08-31","2022-02-28","false"
"661e1eaf2d3112d8be2a35df34f9e53486b3b9806fec658ec19d2875ec2c94dd","62a22a85b291528a8433dc1fedd16d0f4098664c4a77a972aeb752101f578a8f","eur","12.50","STANDARD","1","2019-09-01","2021-06-30","false"
"c3a2c5392615984b6ce8c8c471dba05e7f53e86f028e2709116027d7f45defe4","de04e0c7a2af999c5a700657c29ef01f8b9f443ff9f0aabde8437a4ff194afa4","chf","9.00","BASIC","1","2019-09-06","2022-07-05","false"
"3b0159dfaa274a57d33cd1cb79938882457fa5393589c053e7b0755287d3893a","4c12f2042e75c5927880a7d8aa07a3593ff3e27f043b64e96eda29de1e9fed07","chf","240.00","PATRON","0","2019-09-16","2024-09-15","false"
"2548735f1f7d07d3fb3afa410ff38af29f1b0c49cd6d10759374b537e29eb3ac","617ebe5c50eb986f39295d4ee4d2046df8b49f7dc446bec9768beaa6dd6cb19f","chf","240.00","PATRON","0","2019-10-08","2020-10-07","false"
"721f45255f6fa855b2130f6cc1b20392cdffbbcd990d9aa93a985963a99cf9b6","0fad3ff304685036c324ca899a83a1201368ef1f2c1310b93e258d10841adc99","chf","9.00","BASIC","1","2019-09-30","2022-08-31","false"
"3a282fe98fd18283e99d89ae43fe20a432f80892d91f22c13504b093d6365dd8","6b806f3e1eb9e8b75f70eab465c32423318f3e29e0e824f0bf5224c297624bee","chf","90.00","BASIC","0","2019-10-31","2020-10-30","false"
"033def317759dd81452902e44a17b17cfa6f5d887e2849077a3a1c07bcbdcb7b","fa842c4b9559e6c2d864fee339e7869b821f5eec38e8ad8bb1140d3cff6098bd","chf","90.00","BASIC","0","2019-10-03","2020-10-02","false"
