"Account_Key","Postal_Code","City","Language","Country_Code","Onetime_Rental_Count","Subscription_Count"
"a1cdcd6821f636a529e8a829fd6811f47c30b5efde35d4ad9e7bc1360355cd34","3014","Bern","de","CH","0","2"
"a18ed6ef3645597c0ea221ef71050cc7b7f61d54b0b2b35a887223d69cffe119","8908","Hedingen","de","CH","2","0"
"f9ce86e33aa59f4f45fd1608bf05eeadf49155cbe50c89b55da7ca87f28c49ef","3084","Wabern","de","CH","0","3"
"02f3f81a34d1c63cba6e132d0e7e19141a12bd5b40c3004334c62e6d0108d5bc","8704","herrliberg","de","CH","0","2"
"e9ff4d69d16c384a17c5a8cbb965bcb32cd376980dff489109613d11e9d1a575","5415","Nussbaumen","de","CH","1","0"
"ff44099c9a0e26c2c94c4806d888813197d6379bb7ff2fbe14c51225cca44a15","3007","Bern","de","CH","0","3"
"04100d0c97367a08970609c67077f535c0245efabd457050fd30132612b7bb96","5400","Baden","de","CH","4","2"
"fa842c4b9559e6c2d864fee339e7869b821f5eec38e8ad8bb1140d3cff6098bd","1807","Blonay","en","CH","3","1"
"19aad76542bd502f44194b836cf01e95a802e691ff9802df82dc03336a65672d","8488","Turbenthal","de","CH","3","0"
"a5ad1a0557ccd7c27afa7be1633da3633a21047fb09557ee9adfd0450290a450","78464","Konstanz","de","DE","3","1"
"5be97167e1f33eb8c856f4ce7a2004dd61b4a540c09b98d70fb61f6fabfc4aaf","8003","Zürich","en","CH","1","1"
"83db27695a4f6f10fc9990448de69512a29fab56f71263c141526cdd92c02786","3008","Bern","de","CH","0","1"
"a494d2d6291482fd0d8b358f2cb684dd1f3457ae98933f54dfa9eba662248d36","3415","Rüegsauschachen","de","CH","1","0"
"0807a0376486a444027821180f2d8c372709f953c8596bf0b4d5a21110fda205","1700","Fribourg","en","CH","1","2"
"5012c528c601cbd1f45292f362db82d19e5eb7b5ff4e62f1edb11c1010f2d42f","1213","Onex","fr","CH","0","1"
"813962b5e31ac4ca348baccaa8fe3e262493cb18384ab5d4b841603d5299beb3","7503","Samedan","de","CH","0","1"
"b93c8bbc98c865569b126ebbf10030fd0608a5d5676a0b0eac180a1dc71143d1","1607","Les Thioleyres","fr","CH","2","0"
"3503c5a02f48ada668befb512d2ee8fea36ff3962b06220fb909492f148adc3a","1814","La Tour-de-Peilz","fr","CH","0","2"
"3fb486a199c935c16ecfce43364bc0576689d2cbb8e0055e987969ad33f1254b","6003","luzern","de","CH","6","0"
"26e0b8443818e6f2ee4de8484c59e813343dce07627ff2c538d73948905c94f2","8810","Horgen","de","CH","1","0"
"cfa5a7e7b7e92d5825041d4b6438ecb1e25adf6dc32795c240a8492996bca751","8304","Wallisellen","de","CH","2","0"
"e2ddc0976882bc73f92179c3646f3466b1dc531f26703faf77891c34c849817c","5727","Oberkulm","de","CH","0","2"
"b26dccd9ce6d78969ca3f8054bd21f2d4f35580800f36be8eb6d9205e902be7d","34100","Drosià, Chalkida","de","GR","6","2"
"6a83e1d1507edb6200e69af71388392c8ebe61dbe236500677cc184dd694a35a","8404","winterthur","de","CH","0","2"
"4124a80741882a1737a2d2b125657a5d1fbd925a400de6d4cb14f1b9ed944755","2316","Les Ponts-de-Martel","fr","CH","0","1"
"6e95b9791036fcbfe41041fffc14fea27b002ebbd983a96a2ec8c470028e2356","2300","La Chaux-de-Fonds","fr","CH","0","3"
"91bd174a985788aa037103e0b6b2995396da8824fae3c542ff5a4170d321fe36","2300","La Chaux-de-Fonds","fr","CH","0","2"
"acd08488b80bc871dfc8cde840bce7d627cce4b89774fb18f58edb3eecfe75a3","1974","Arbaz","fr","CH","0","6"
"c5edf445ac1b42eb5ecad408fa39d6b960322401cc7cd594f0282838ee7a68dc","1700","Fribourg","fr","CH","1","0"
"db389bc18f6e23d4b63ecbf0e0b9731d97a63c6be4d165c5f8e2655409129c28","1453","Bullet","fr","CH","0","2"
"7561bfb186e50282d1e7030569dacc1cbbe750279b4f73e9d6b995d58b8d42bc","3015","Bern","de","CH","0","1"
"ab1bcf2c1b8d4eb422079becc0c59b1c7db2fd009235d23a0c8ee9b63ec356c0","7514","Sils->Maria","de","CH","0","2"
"3f6b643fdc4241c0d27d977f5a96745e887ca4f82a6ac798d3eaaf89626bb17d","2612","Cormoret","de","CH","0","2"
"1c4282610be738737aaa90058380bf248024baafb3229b3b5899be3434649c0e","1003","LAUSANNE","fr","CH","3","0"
"0b2c5670968087d90f4c6cab0b08c14af3e1d4f0b58fc43e4bbd4abd7c297472","8942","Oberrieden","de","CH","0","2"
"cea19c5c15090bedbb9609889780655e6938879a96e4866babd018765c1a2251","8702","Zollikon","de","CH","1","0"
"a60f32b15cc74997ce6f8adc45d0fa90b8a119de6e6cbbbd2dd01e503348e698","1226","Thônex","fr","CH","0","2"
"2c78aa24a22d8c7384c292c4143f74b888303340f3b9c7bfc2174258d84a9511","8103","Unterengstringen","de","CH","15","0"
"a4b4e30c90c0824390de1f214212f5ac3cd2095a456b8216107cc72a139b5c46","1923","Les Marecottes","fr","CH","3","0"
"2a02e7ccd3269e80b51b025ecf0449f839522944fdcb16bd245c1a05d9e859f2","2503","Biel","en","CH","5","0"
"67ef18f053409d951fc1854a6f864d77e4423f8abba7817dfb7529a10e094540","1974","Arbaz","de","CH","0","2"
"db0789bcdc13450f7368868b689bc6784e45c3cc41275f5b40a1a16a9d7e0e9c","4500","solothurn","de","CH","2","1"
"6dfd5d2aeb38a20c76671fc3ce9cdbec18b29c7113352f4a5178685d56b6ad84","9053","Teufen","de","CH","14","0"
"ed468929e5e610ecf947b483a78703c161a02fa2c0068c48cece9e304d3771fc","1202","Genève","de","CH","6","0"
"e2131c27e73a72fdf38d0f0b2ff641525a0d8887f9810b89ac354f4071c58c5b","9630","Wattwil","de","CH","7","0"
"37aedd544cdff7232422fb231529bbeb92843c1bc41701c7ceddc9d3397abc94","8037 ","Zürich","de","CH","1","1"
"a608f2640bdf47908c80e95ec48c4122543ee91f2e542bfd679e5d384bdf40c3","1292","Chambésy","fr","CH","0","1"
"911d27e403bfb69acd0b6367b08badbba6a52cc2bd4e6b676bab6d90e4794122","1800","Vevey","fr","CH","1","1"
"f484c8ed26c614603602370eab048dfddc0e777e90c4648bb2022cd8effc0379","4123","Allschwil","de","CH","0","1"
"1f46a249308988ff5eb6572f2a0a05ecccbe76f345f62520554153180b1d3ca3","8304","Wallisellen","de","CH","1","0"
"7d8d609405027f462c6bcd1def3c68becbfa34ad4ebaf917e6287bad40e533b0","4578","Bibern","de","CH","0","1"
"18d0703e642302b3207a869f2721aa4855697ec843753793366047ccff4270ad","8037","Zürich","de","CH","2","1"
"cde46c8f4bf5d87a30002f7f2b1be015d574a58c0104e33b928af66c4b911f8e","5108","Oberflachs","de","CH","1","0"
"cee8f060d6a533c5f24fd8b5724ec48060aa515c34821849db15af542f455f0e","8840","Einsiedeln","de","CH","1","0"
"40869832acb06b3bf82cc4ec98fd33d7fe1d5e498e7e6a8ad1f8bfd55685e36f","8006","Zürich","de","CH","0","1"
"470a2ff9f471011aa5f6ba81dbb7e12b017bd8e716097e31c32d875dab8f89f4","8057","Zürich","de","CH","1","1"
"57d1f3c41227044fb7416a3372cd385ee58fe19f10289ebfa19f98e0c3554a1f","1700","Fribourg","fr","CH","11","0"
"c1314b654df33f9a746cecb70e6128712e3c4852e44283f1c55dd8bde45bbfb8","8810","Horgen","de","CH","0","1"
"64665b8d756cfa3c664ea0972acb510ed2edf54a7acde51f15858f642b38434d","7000","Chur","de","CH","6","1"
"f17e62f7553c98569a802b930aac5e52460694cc0547714a932f0c436a937a96","1700","Freiburg","de","CH","0","4"
"8811ea4e583bf52906afe2b2922acaa9287a1fb99ea5c42d175f6d6b2c78ea85","8405","Winterthur","de","CH","0","1"
"298150aa53970b3319398b96019776bc45a590ab630035d427ffc43edf4a406e","8003","Zürich","de","CH","15","2"
"7f1182ed60acb48e4a55eb54b91bca7f20c55c066d8848456c02a4c6c7f39bae","2034","Peseux","fr","CH","0","1"
"e74beff4661b3826ef5f55b8fad6314ca6f51a4da6f3fb300967f05c9c01b72c","6423","Seewen","de","CH","1","0"
"3ab64cf6efe6554703cf20fd5cbcdf5366f8ecf2c255e6863c781308c8deb99e","1004","Lausanne","fr","CH","8","0"
"254e9c90c84310738c013f295ab22a011eb5b58d4a7c152d7a0c8d46b76cfa19","8400","Winterthur","de","CH","0","2"
"e23d9e506a40bf3312f73b259349895dd4d93f639df911fe7575d0fb1448e879","8041","Zürich","de","CH","0","1"
"172d6ee5c08af4bfffd8c6a732fdb233d9595991c2cb33c45befcfd9df35defd","1105","Genève","de","CH","0","1"
"dcb32b796ec7dce611c2cc6333100393ecd03d8e4a4e907a23ce2e556fe353ad","5033","Buchs","de","CH","0","2"
"1c0e88535efc1397c014bd00f52186a5a5a751f7453a65ac5a71afaaed268d9b","8400","Winterthur","de","CH","1","0"
"1d1d90c34e0381205a3eeeeb0ec6a39b073b07c7fd23a2ecec47bf346a201ee0","3945","Gampel","de","CH","0","2"
"96bbc0536f27d4f99dbecca43b3735a06a6f0c7c28c584ad2675f1fb9ae2fe54","53111","Bonn","de","DE","0","1"
"d0ae4468579066082bc943e9e5fab4bcf306edc40b4a2eecccded3755144150e","5423","Freienwil","de","CH","10","0"
"2d00b6e672c9ad656ce52f17a9b9556b81aab39bd9394d6e9f2824826eb95c0d","1260","NYON","fr","CH","4","0"
"feaa5cb815a6e82eb9b36cc3f50601ecfc8bb8e76b601cbd461337979a725f3b","4538","Oberbipp","de","CH","1","2"
"0fd311c25a6083810916e842eb1757f31b3599353904999ad2f878bfcc034c5b","8708","Männedorf","de","CH","1","0"
"33e5213b851ca54dd2162b1d221dae4e9b4f5350ffe5b43d6481ad16c6060d26","6558","Cabbiolo","en","CH","2","0"
"50f5f22ecea384e291409c8a454d63367cc8d9e007bfc40f80fe028616bf15bd","7746","Le Prese","en","CH","6","0"
"792eafab89938b5c53c40864eeff490a0eb51c3ebaf37ec9e33924a778d169f1","8952","Schlieren","en","CH","0","1"
"0107a1df52df7757c77143457a930c558debbc27997e82b3a953de76f926be94","1205","Genève","fr","CH","0","1"
"2739483e9b71d558302e82ce7aabcb88e3bbf0f80f69cbf9651f3436dc65cd64","8006","Zürich","de","CH","1","0"
"ed061c93a9a4e396c30a025a51202cb78cc317d5ee9d97d698693cf3d433ece4","5034","Suhr","de","CH","3","2"
"1df6e2189a2e0f9a354a5b68ff35768ce75963c3e9acf2719e1e3d1798543938","8008","Zürich","de","CH","1","0"
"e7751f242c63c575e8838e2c4957a566cdec4b235e9f7fc03faaf3411a88549f","8932","Mettmenstetten","de","CH","3","1"
"a23ca817f92ef32b3f98f03925f01a674c6a175330b9c8b3f25e05ebe178c7a0","4057","Basel","de","CH","2","0"
"110d0110388b45161a4e92f119090f35fd9186a5e106d3e144c3977d20b243f5","4577","Hessigkofen","de","CH","6","0"
"a313b27a3abc93c11df91f1cb912d5a36b23972b2be6fb8f30bbd581ab2dd97c","3703","Aeschi","de","CH","0","1"
"473f8e72439c2e0df0ba049514d97dc7c46f1ee952a507cbd41d1ece94f8bc33","1227","CAROUGE","fr","CH","0","1"
"c213d511db27d4f937b9fc8981aeb8e4823e2c9a42cace0a17d4841081bf7f76","9493","Mauren","de","LI","0","1"
"7c54c8e1d4bd20ae5d5382022c5394adebd115d3d3be317c869069ee9f9d3b13","4055","basel","de","CH","0","1"
"eec8ae71b8ea379f6edf26e08e28ac32654c967f07de1a0afe7b8dbe4b2faf19","8133","Esslingen","de","CH","1","0"
"c6cbd6b56cbafe3e4e3d0e265e34bd3dd3655768a1c20bcbb0a7c74361e032f8","5423","Freienwil","de","CH","0","1"
"71cf61aec8e7bce6cb4898a93c5cca9260c0e218ba470ce81abf0d3356442358","5070","Frick","de","CH","0","1"
"163db260041d30a58540a19312d416c9fc7cc6967541089a7c460407bca951f8","8001","Zürich","de","CH","1","2"
"3d46316b8f46a8b978338f41485ec62492dd3c418dd8c3b6b10f36c48f43e931","9014","St.Gallen","de","CH","0","1"
"fa31bd99d73d004450db9a622c7cb1e6d688604576d1e59f8c6eaf0813d8ce27","9470","Buchs","de","CH","2","0"
"f70e99f536f40fd90970ec7680e1e8d10aa77341a0a4f26de152442da565910d","3032","Hinterkappelen","de","CH","1","3"
"3828705133c0929e2aa8a65487dcb6c18787fc1afa591440e74db84b65b0b7d1","8532","Warth","de","CH","0","1"
"df4c5a87cb8b499dc81ea03d5057878fd9ac18ba6f30e67c2c9126243bfa01c5","4310","Rheinfelden","de","CH","0","1"
"4c5af6ed1be78ea5a02672140f47086d280cbe16ab7e54663bcaa74709196c59","3007","Bern","de","CH","4","1"
"91ade5f14571b6f65c65ecb7a2ae7af682e4ecfb659225cfc953e42ae1b8a416","3065","Bolligen","de","CH","1","0"
"7b62e9d73d14052813263be73d925c2c21f12bf8d18eb6f2b678cfb0696f435e","9042","Speicher","de","CH","1","0"
"a0f8674cd36b417257f2ea2e4078cab8d1ad2e41a4c92bd33a28690ee818d02e","2560","Nidau","de","CH","1","0"
"7f3e9b9404c79c5f13d1e250693c610f8eb46895102a54e08e3217e4af3b7bab","3014","Bern","de","CH","2","0"
"b3326e94e676c50f053bebcae3e990e9806f0733e4d876e18859cf99fa7a973e","5400","Baden","de","CH","3","0"
"b7862c2ca5c5b1c3ddfe5b089d935fa829a5dba9b3640b0f58bf5a348d353949","4310","Rheinfelden","de","CH","0","1"
"bef01dd8231a6815a8770ab58d9df3cdc3b0ba75015f0473acfd96a64a775605","8404","winterthur","de","CH","0","2"
"36ae4a1ba1f0b656700400ce78984f13e090c0acf9b54136ad865d7368e56700","3000","Bern 23","de","CH","2","2"
"46952df408125934e5defb5803ba319265222a15f6cff8375f472f3b45d85b6d","3006","Bern","de","CH","2","2"
"7290c70cb50ac31ad7be191a38423b87177cda7ed6652e80376c04e5a03721da","8604","Volketswil","de","CH","0","2"
"07c9210e87aa0c61584c298322d03ddf91a8c2a7ef8b243bf213aa154651fc85","6300","Zug","de","CH","1","2"
"03b2e6a3ac6fb8f160d8bc8f6a753d8d77ef3d48d1e3a8b420091e7de8d44664","3007","Bern","de","CH","1","0"
"1130887be95c0bc588d6c38de980aaec94ffc5bf3521b6a2726386b841342d73","8424","embrach","de","CH","0","2"
"b1c455796fbf1e2f4bb2a62c959ff7452d3920a53cfc0fcf3b9b6d1cedd76b4d","8057","Zürich","de","CH","0","2"
"32b1c63ef79bca316af2bfdfd7ae931dc31e124391c0da0f5567e50529ea1ac4","1110","Morges","fr","CH","0","2"
"23a6b4db93f4246a7853ec7e9a3a22324eacfd839eda6a0bbdecc02200f9deb4","8645","jona","de","CH","0","1"
"bf628c9b840993f1278a50bb503e85d5fbe49e6819926e64f229f4ef42abcb8b","20036","Washington, DC","en","US","2","0"
"eb206a693e3f71aa6e6c9bfbe64071f60defbb9cdfcc0303a9e340e2a9e7ea43","1196","Gland","fr","CH","0","1"
"88175ed72c04ff3e99e0dc71612df25501917679d141a8f294fc33f22f201f1d","3063","Ittigen","de","CH","0","1"
"fdb025ffd4e0bdf8dfc74d0392c53492ec7859ea200995f39aabfcfdfceb9f31","3005","Bern","de","CH","1","0"
"51fd6c2fff6389918753766f427e14b32003c7fc8340c27727895873ebfc1637","5400","Baden","de","CH","0","1"
"0df124b6c0c2816e39153b73c7a6718b7f272f642034676a3c7c2047e57fed90","8049","Zürich","de","CH","1","0"
"b37edd869a6f4a972d48f228c292f376bbd1581e4f6586163e083583bf4232f5","3237","brüttelen","de","CH","0","1"
"b0f1ae417be769aa3dcabdef78f9164b4b8b595a8247ace9c079eed0a0432055","1860","Aigle","fr","CH","1","0"
"7237797ef648b59d81240a75a277f7d5dc63e7a935bc746485bb34424961586a","8800","Thalwil","de","CH","1","1"
"8eb9253dd9b5b40669292329e49d1642169fd78036cca0b7c506483a63ac32ae","6210","Sursee","de","CH","0","1"
"3c7a2adada9b0d248bdada2657c2533f1f4067ab4472c98e9aff2c828020cd0a","12109","Berlin","de","DE","0","1"
"033142c8aa37b9554095db5c07186cf2bd13bc3344592b8926581300bd28461c","2800","Delémont","fr","CH","0","1"
"c7a50eccda902f49541181d659477b5e6c31606238896fd88084308cb91ef931","3005","Bern","de","CH","1","0"
"045d9860de457a01277edae1f2ef3643cd18dae4eebda54673052c7ecc25bbf1","9020","Klagenfurt","de","AT","2","0"
"6ba769c88049789bc5ab2eed3c0ab1b0c2326adae6f8039be2c5935ef32037f6","7212","Seewis Dorf","de","CH","29","1"
"c02105e3ca824e815f08272c9771ed76655e482dab4c2cdaba433ba454a9d053","8805","Richterswil","de","CH","0","2"
"cd00cb749a1dde65d731c6fb4dae3051aa95323a61ee614af3c6c6c8378338cc","7000","Chur","de","CH","1","0"
"15b2f10dd5f683c8e2652659ac39a06b0107aac9a424d98aa15b6326df12f4e8","6900","Massagno","en","CH","0","1"
"262b2783da24237502ed7fb7ca02da1530516ef2ca7975ed16f5b258ed4b7923","7000","Chur","de","CH","3","0"
"29759f94574a505a6f7da8e23021202215fe554047b308186b375004089df227","8002","Zürich","de","CH","16","0"
"733cd555d8584764f350e79094fef29d6d7957f961c185f773ab9fb0d4817fa3","3860","meiringen","de","CH","0","1"
"0fad3ff304685036c324ca899a83a1201368ef1f2c1310b93e258d10841adc99","9630","Wattwil","de","CH","0","2"
"4b28e69d8282cae766a5205012c3395193a2f2073d39d847dc2a792c33337717","85540","Haar","de","DE","2","0"
"59d8628fd787a60426f394ece428dbf076cf52df1dd017573162d39ea1095ffb","3904","Naters","fr","CH","1","3"
"fc9b07672dabe7c02bab9faf9d8c8805591bf67286b9497d8929d8ef28fb7454","6997","Sessa","fr","CH","0","3"
"76e355ec33957c65af1976de850da2c95aad0f5e5fb142f19cbb0d80d21db1e1","3612","Steffisburg","en","CH","9","0"
"f6399a47b70aa3317a46ce8d51f03a10d420040bf5820c389d484fe2c246debb","8057","Zürich","de","CH","2","1"
"fa9bdff8fb42b0706f2bdb8ccb5fcaeb1b35af4f8642679b2b9069f3a07e81c9","8180","Bülach","de","CH","3","0"
"7e185fd88b41103fe0bfd3074defac87e41a59858a30cfa5cfaf6e53a0361884","8003","Zürich","de","CH","0","3"
"e872b0c9084adc9ccbc3b6ba6aeaea94331fdfedb32f63d7af26d5104c5ab4a4","3007","Bern","de","CH","3","0"
"75d923054d634a4c6ad896dde1810098e23068b80fd0144c77f67b7b575abb35","3097","Liebefeld","de","CH","0","2"
"e5e14ffd16e3d2637ff53a2cb2b4400986847b45c80738da8eae68f1a279cff3","8002","Zürich","de","CH","0","1"
"e01b9d93524e70de227c6219c26beecb49e9fca4967c4b9b6b15461d0a59f37e","1195","Dully","fr","CH","9","2"
"4354fe22554e2cc240692794a3b16b157e0ba6f115ffc224628d88972bcb2957","3008","Bern","de","CH","22","0"
"a12fb6d61a0f7662e33a1eb0f3653e5148fe1733df09c898908a97f6ea132acd","3053","Münchenbuchsee","de","CH","0","2"
"865767f84c1535f689c4869f8a199011523658dd9c7f3edf5897aa941e0125e9","4059","Basel","de","CH","1","0"
"648100bbfafbf16f3082999f657871edf8e3748ee2241cf3662168c3786bd2e1","1224","chêne-bougerie","fr","CH","2","0"
"e8c602b55e14489442ad780411e9fb7eb047f174b9fee8bbdac3f16e3efe0be5","2345","Les Breuleux","fr","CH","0","1"
"b70ecace80e712eda96b841cfe11d335ba80b9bf94eb4abf28cab14e3c955fc1","8052","zürich","de","CH","0","2"
"5327e2741003439c3eeaaa9204c40c7e8806d0a59058ee7e3f0f515d71c3fd09","9100","Herisau","de","CH","4","1"
"17347f0e56a6e6fe63fb0ba94f8085f784dc334b1c2cdfd6662e0f842785b7b0","3145","Niederscherli","de","CH","2","1"
"f92e088f9d910ff65eaa284810b6f6dd13a4b4ab9424ddca777301f207a4e80b","5503","Schafisheim","de","CH","2","0"
"1b9a9695a64abdc47f478f25ac60000ed971db8526bc4e2fefdf5763cf0aba4b","8335","Hittnau","de","CH","2","0"
"f3d90e5e4e64dd2b41c4ac22925a454de6a9174c431e7f189c9692ffa0d62202","8400","Winterthur","de","CH","0","1"
"61029d5edf1e36acde774d991db4c38aa40ae4b00ff6e92d9cb7c58322ab4580","9534","Gähwil","de","CH","0","1"
"fed09e6cdb0dbcec4e071d5e3e39515d0629ca075d453c33356f2225e9c03aa0","4059","Basel","de","CH","0","2"
"6f7a66e91a48305d28df486b274bd93e48d876e6a32ebaaeeda144553a37b8f3","3095","Spiegel b. Bern","de","CH","5","1"
"fd47ec807ccab1bf4c61fccb090c7f9f3e5fc014007d4752957d2f04549671a6","6232","Geuensee","de","CH","0","2"
"f4440d6615c9dda66af4d751513e06b67593c3f861b9961588afdf499b64246a","5742","Kölliken","de","CH","0","1"
"33638049743b59924c4c5d5b36ad767327d22022682526d830a2665eaeda9763","5400","Baden","de","CH","0","2"
"6fb31f9f892778a8ec6b549ca1bd46eeb8e5a382cd0dc41238cb6efe506dfa79","5210","Windisch","de","CH","0","1"
"ad9f4055e769818bac88c72d3ca2bfdabd51018e05209ee4f2ed11f625b86ab9","1007","Lausanne","fr","CH","17","0"
"59f3942d34382650ed019514fc1283f5cfe3bdf052f87871baf898252afad27b","8004","Zürich","de","CH","2","3"
"d08ff6dd5c9d79d11bf853a54df780a4645858f55625c670ae64ae338384a903","4132","Muttenz","de","CH","14","1"
"aa4a27418ecf1f6f41db5d955d767023d3db6bc7401afa7236b53a0ba9dad11c","5408","Ennetbaden","de","CH","0","1"
"3577c8d55ccaa628b9b32e6d14f755edf61ba263fb4d90661801b523ac0ca946","1006","Lausanne","fr","CH","5","2"
"3cd11056761c0bf9d29f3fad76232895f518f5b00c7b3417d1ef624cc1a31c20","9122","Mogelsberg","de","CH","3","0"
"5117198255c9128aa1f1ac855d8f060c9432757064dbd48c62c651ac82b4d03c","5612","Villmergen","de","CH","1","1"
"1eccce52e8902285cae9d42e2d90beaf11f3c8f039f9afcc7bd493e7349f1e39","8599","Salmsach","de","CH","0","1"
"2d3f0db2e8ad3a0e5610363894ac1f76636bc5e76a01b43822a83acc773dc6b3","8048","Zürich","de","CH","3","0"
"576adf5a49c820e18c6e3b0ee10a4a8fa65be62ce9e4e8d581b9d9e9cce4216e","7310","Bad Ragaz","de","CH","0","2"
"fd9c48c3c0af47f1d92a0b5cc644aef1596cda4016960edbff727d6a05a0d54d","3013","Bern","de","CH","2","1"
"c0f3df35d6c32a6f51cb500cff02d307c5be2e8f3a8a7a88368bab9bfe7e974f","8462","Rheinau","de","CH","7","0"
"67d7d229d4015f48a01540d5342231510baefcf381aba2993b8e3bd955455d70","3018","Bern","en","CH","0","2"
"163db29fcef5093be568a4983840a29b3be5528b593bd093a32f3b6e6c946562","8037","Zürich","de","CH","0","1"
"5cef4244a61002c29fd7af2e95eb9d81a081165275c40ad9b720ba049dfc333f","8055","Zürich","de","CH","0","4"
"fecf89b8e3ee7efd41e3e594c02d4e698f26ccc6948b812f0594998aa90c1106","3904","Naters","de","CH","15","0"
"b877cb4f7f752bfafa00a58b3944b38e6f871c9205791d38c8cc63f57fc44bc9","3013","Bern","de","CH","1","0"
"86a120795f428cf7a7724f0b17f259d05d34c7f291df7203d1688eb88597ead1","3066","Stettlen","de","CH","2","2"
"6ea095a9b9148543201cc9fb804a82ee76ad93997ba2eb79e48e050e6615e115","7241","Luzein","de","CH","0","2"
"0a941eeaa0b87532054055499d1ddd3611b29bb7a2415c55c2089b083b5c12d4","8047","Zürich","de","CH","3","1"
"7dc8f5f737fd628943dd1d19ca68021776524be9ce26e86100684811e5760cca","5465","Mellikon","de","CH","0","1"
"981c8b1405faf762df64d3d0bb3b2905a5ac85ba6a4d8f44ad63bca6607b5bbb","4581","Küttigkofen","de","CH","1","1"
"5dad54faff70a0d36cd377226661fb09f0dd93f15a395581d5e1f9759d1bb346","5400","Baden","de","CH","8","0"
"b655587d47f598a957c459df48f4856c43f0accf80b327fa765063648b3a80f6","3007","Bern","de","CH","3","0"
"7da2a75a0c9326898492b783b1a16c3b010972a6665528c3b39912cab3d10ebc","8459","Volken","de","CH","0","1"
"d9944ba9b7dd20641ea648f080399e6bed5b6a2a073c0b1eff8db294ae6ffc13","3008","Bern","de","CH","39","0"
"5fd3d5e01b3d3fad69b58a91f1a71d1d5bc45dccfddbf60584f0fadc0a8adec5","1018","lausanne","fr","CH","1","0"
"c65d885052a37bff95d5c1083c5bf51b0d8a82aeafee2e2637a8818a84af8215","8038","Zürich","de","CH","11","4"
"b526b3c624c7400b433940e2b553c88fd4a73b48440bbe40e0470a400eb7144d","3008","Bern","de","CH","0","1"
"c87a76e2c89d85b6668fa11a6a45c75a0d9ccf3bcebac38b52f6a5adfeedcf58","9113","Degersheim","de","CH","1","0"
"133e52e510b72e3d84f4017b54a67e578ccaf60214bfc821d69235b06347e750","3014","bern","de","CH","6","0"
"1cc1696b4e05983c04d31e8e0cbfad4192a791cbcec00ffc113030bbf3cb515c","3098","köniz","de","CH","1","0"
"c5c98d2a8401ba519acbb8ca2407df6e674c92e01b7baec59fe5bb398c7dd404","8008","Zuerich","de","CH","0","2"
"8cb44c777342dbe8ec22fe294899e76829266fa56e1268180e446dfdd8f20c6d","5408","Ennetbaden","de","CH","0","2"
"50d3585fbc043e57b5339fde4ca87910b4f4ad1a2fadfff5815995ef3d19ab35","1800","Vevey","fr","CH","4","0"
"3c78762b3c7b98c3df8f2e18eda62da6ad19286030372057b5b71e9f4e05a656","1148","L'Isle","fr","CH","16","1"
